Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
QP2S-WA4I6,9199107807,POCH029,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,56.67,35,18-Feb-22,,37,Active,0,28,Male,Medium,Professional,Single,Dallas,Young,N,4,01-Jan-25,31-Jan-25,16.65,75.35,398,31,0,0.00,0.00,0,17.39,0,Google,Yes,3,,,At Risk,81,5831,N,4
2Q4R-8GZ4N,9119473930,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,15-Apr-23,21-Dec-24,20,Inactive,3,25,Male,Medium,Professional,Married,Dallas,Young,N,3,01-Jan-25,31-Jan-25,18.21,83.71,431,49,95,1.77,5.11,31,12.27,0,Google,No,4,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,80,3026,N,2
YPB4-EGUWG,9170826396,POCH027,voice and data,Infinite Ultimate,prepaid,Nurses,Individual,80,35,18-Aug-23,,19,Active,0,62,Male,Medium,Professional,Family,New York,Senior,N,2,01-Jan-25,31-Jan-25,29.01,106.29,383,184,40,0.61,1.88,16,31.66,0,Youtube,No,1,,,Not Churned,25,3039,N,5
OWE8-COKXG,9168016565,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,27-Dec-22,,27,Active,0,30,Male,Medium,Professional,Single,Las Vegas,Young,N,1,01-Jan-25,31-Jan-25,19.79,74.84,226,51,0,0.00,0.00,0,10.00,0,Youtube,Yes,2,,,At Risk,83,4216,N,4
VC4B-T79T5,9132310315,POCH036,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,50,35,03-Jan-22,,39,Active,0,38,Male,Medium,Professional,Married,Las Vegas,Middle Aged,N,4,01-Jan-25,31-Jan-25,10.54,71.84,305,42,0,0.00,0.00,0,14.52,0,Youtube,Yes,3,,,At Risk,73,3099,N,3
3K8P-D4XGW,9189021155,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50,35,02-Dec-23,,16,Active,0,65,Male,High,Professional,Family,New York,Senior,Y,1,01-Jan-25,31-Jan-25,26.93,82.90,393,189,93,0.91,1.75,20,28.31,0,Google,No,0,,,Not Churned,29,11184,N,4
MOTV-J1A7G,9153758830,POCH025,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,65,35,10-Mar-22,,37,Active,0,37,Male,Medium,Professional,Family,New York,Middle Aged,N,3,01-Jan-25,31-Jan-25,19.55,154.05,643,177,51,0.75,3.97,31,25.19,0,Youtube,No,1,,,Not Churned,18,5491,N,4
G42I-YBDUD,9187504985,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50,35,05-Feb-22,,38,Active,0,39,Female,Medium,Professional,Married,Las Vegas,Middle Aged,N,3,01-Jan-25,31-Jan-25,13.99,71.59,392,72,0,0.00,0.00,0,14.97,0,Google,Yes,3,,,At Risk,68,3809,N,4
YEAN-41UHM,9168301831,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,07-Aug-23,02-Dec-24,16,Inactive,3,28,Female,High,Professional,Family,Dallas,Young,Y,1,01-Jan-25,31-Jan-25,12.29,101.26,487,45,83,0.57,5.74,25,10.51,0,Google,No,1,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,97,7761,N,3
HM5O-FJFNC,9135843876,POCH017,voice and data,Infinite Plus,prepaid,Teachers,Family & CUG,46.67,35,01-Dec-22,12-Sep-24,21,Inactive,6,48,Female,Medium,College,Married,Rural California,Middle Aged,N,2,01-Jan-25,31-Jan-25,18.72,85.86,108,34,0,0.00,0.00,0,15.31,0,Google,No,5,Network Quality,Network coverage and speed issues in their location,Churned,75,3368,N,1
