Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
UMJ0-P8C2J,9146038298,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,07-Feb-22,13-Jan-25,35,Inactive,2,41,Male,Medium,Professional,Married,New York,Middle Aged,N,1,01-Jan-25,31-Jan-25,10.22,93.37,388,48,42,1.93,1.44,25,12.34,0,Youtube,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,93,3660,N,3
IK83-XW4C4,9195334489,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,01-May-23,26-Jul-24,15,Inactive,8,21,Female,Low,High School,Married,Dallas,Young,N,2,01-Jan-25,31-Jan-25,7.66,25.64,54,41,0,0.00,0.00,0,2.65,0,Google,No,3,Price Sensitive,Price sensitivity,Churned,78,2531,N,3
DEYJ-FIZDS,9161803714,POCH008,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,40/line,35,06-Jun-23,,22,Active,0,33,Female,Medium,College,Single,Dallas,Young,N,3,01-Jan-25,31-Jan-25,11.40,78.63,356,46,0,0.00,0.00,0,16.67,0,Youtube,Yes,3,,,At Risk,83,4846,N,2
2FR9-U4UGV,9191885795,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,27-Jan-23,31-Jan-25,24,Inactive,1,45,Male,Medium,College,Family,Las Vegas,Middle Aged,N,2,01-Jan-25,31-Jan-25,14.07,93.30,439,55,0,0.00,0.00,0,5.63,0,Youtube,No,6,Customer Service,Multiple unresolved complaints and poor customer service,Churned,80,5257,N,2
G1GW-SJC67,9149194251,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,15-Oct-22,08-Sep-24,23,Inactive,6,34,Male,Medium,Professional,Family,Dallas,Young,N,1,01-Jan-25,31-Jan-25,16.95,52.63,706,153,0,0.00,0.00,0,8.49,0,Youtube,No,8,Customer Service,Multiple unresolved complaints and poor customer service,Churned,84,4735,N,1
7F1X-7RZRD,9172039874,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50/line,35,30-Jan-23,23-Sep-24,20,Inactive,6,32,Female,Medium,Professional,Married,Las Vegas,Young,N,3,01-Jan-25,31-Jan-25,16.06,64.29,708,56,0,0.00,0.00,0,13.97,0,Youtube,No,9,Customer Service,Multiple unresolved complaints and poor customer service,Churned,99,3464,N,1
E8K4-B79V1,9172276141,POCH008,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,40/line,35,08-Jan-22,21-Nov-24,34,Inactive,4,37,Female,Medium,Professional,Married,Rural California,Middle Aged,N,2,01-Jan-25,31-Jan-25,20.66,101.36,124,36,0,0.00,0.00,0,28.89,0,Youtube,No,6,Network Quality,Network coverage and speed issues in their location,Churned,90,4319,N,3
C7OP-OGY75,9116188724,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50/line,35,03-Oct-22,,30,Active,0,38,Female,Medium,Professional,Married,Las Vegas,Middle Aged,N,4,01-Jan-25,31-Jan-25,13.91,98.34,354,43,0,0.00,0.00,0,24.53,0,Google,Yes,2,,,At Risk,81,5003,N,3
432N-VCNL5,9163357059,POCH008,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,40/line,35,06-Jun-23,15-Dec-24,18,Inactive,3,34,Male,Medium,Professional,Married,Dallas,Young,N,2,01-Jan-25,31-Jan-25,17.40,61.43,474,94,60,0.79,6.80,33,10.15,0,Youtube,No,4,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,89,4157,N,3
5VES-7TIE2,9149285752,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,07-Aug-22,24-Nov-24,28,Inactive,4,28,Female,Medium,College,Married,Rural Texas,Young,N,4,01-Jan-25,31-Jan-25,24.96,119.21,137,28,0,0.00,0.00,0,15.29,0,Youtube,No,4,Network Quality,Network coverage and speed issues in their location,Churned,84,3578,N,1
