account_id,msisdn,churn_status,profile_type,insight
UGRC-LB7DH,9172744957,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (6) over a 20-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
80Q8-4WUHH,9167214677,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (5) over a 35-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
2ZW3-PTH48,9135112007,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($5431 CLTV) shows moderate churn risk (Score: 83) despite having no immediate issues. The moderate satisfaction score (3/5) and average complaints (2) indicate potential dissatisfaction with value received for the $70 price point for Operator B (Champion)'s ""Infinite Plus"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $35.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
CAE8-4RF9T,9184408801,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($3152 CLTV) shows moderate churn risk (Score: 78) despite having no immediate issues. The moderate satisfaction score (2/5) and average complaints (3) indicate potential dissatisfaction with value received for the $56.67 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
QFKB-TLLLN,9120327418,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($5940 CLTV) shows moderate churn risk (Score: 64) despite having no immediate issues. The moderate satisfaction score (2/5) and average complaints (2) indicate potential dissatisfaction with value received for the $67.5 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
K7NV-JFH9W,9139385482,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($5477 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (158.96GB), international usage, and extensive OTT streaming (30.64GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
SMJ0-TKCZ8,9196752614,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($3796 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (75.94GB), international usage, and extensive OTT streaming (34.45GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
M3Q4-TE7R3,9170990704,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($4454 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (137.22GB), international usage, and extensive OTT streaming (29.25GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
RV5V-5AEQZ,9150425777,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($3660 CLTV) shows moderate churn risk (Score: 78) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (2) indicate potential dissatisfaction with value received for the $65 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
CAC9-WKDDJ,9124100948,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" ($70) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $55.00 monthly savings while still providing sufficient data for their usage pattern (29.22GB monthly)."
XHTL-DAXF3,9193640314,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($5852 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (168.75GB), international usage, and extensive OTT streaming (28.49GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
P5CE-23MBU,9198100556,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($3536 CLTV) shows moderate churn risk (Score: 82) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (2) indicate potential dissatisfaction with value received for the $57.5 price point for Operator B (Champion)'s ""Infinite Plus"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $35.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
GKA1-3F19N,9121520398,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($5319 CLTV) shows moderate churn risk (Score: 81) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (1) indicate potential dissatisfaction with value received for the $70 price point for Operator B (Champion)'s ""Infinite Plus"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $35.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
JFZK-NZ7LR,9161925851,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($5471 CLTV) shows moderate churn risk (Score: 60) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (3) indicate potential dissatisfaction with value received for the $50 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
WV3D-LM2NP,9158913908,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($7881 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (171.76GB), international usage, and extensive OTT streaming (21.97GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
M7A2-8P0I5,9187781420,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($4962 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (135.13GB), international usage, and extensive OTT streaming (20.81GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
SJ1L-GT4YS,9192669516,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (23 minutes, 2.87GB total international data) and high OTT consumption (14.29GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
ZQRE-1ZDTI,9116332065,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($5954 CLTV) shows moderate churn risk (Score: 81) despite having no immediate issues. The moderate satisfaction score (3/5) and average complaints (2) indicate potential dissatisfaction with value received for the $67.5 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
QNEQ-O8MIO,9104519606,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Ultimate"" ($56.67) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $65.00 monthly savings while still providing sufficient data for their usage pattern (38.00GB monthly)."
NN54-AKGET,9107407175,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($3386 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (192.87GB), international usage, and extensive OTT streaming (16.53GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
