Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
BLXR-ILM7J,9198761308,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,19-Jun-22,05-Jan-25,31,Inactive,2,27,Female,High,Professional,Family,Dallas,Young,Y,2,01-Jan-25,31-Jan-25,24.28,119.03,477,48,93,0.97,2.21,30,24.63,0,Google,No,4,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,98,10296,N,3
9BAO-BNICR,9109235268,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,27-Oct-23,10-Dec-24,13,Inactive,3,43,Male,High,College,Family,New York,Middle Aged,Y,4,01-Jan-25,31-Jan-25,20.76,109.06,250,74,80,1.08,2.05,25,22.17,0,Youtube,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,88,9870,N,3
LHJZ-DFSJO,9176164932,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,08-Jan-23,,27,Active,0,32,Female,Medium,Professional,Married,Las Vegas,Young,N,1,01-Jan-25,31-Jan-25,14.27,65.16,336,33,0,0.00,0.00,0,20.18,0,Youtube,Yes,1,,,At Risk,72,4447,N,3
KXJX-2AE48,9137620122,POCH042,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,67.5,35,11-Apr-23,,23,Active,0,34,Female,Medium,Professional,Married,Dallas,Young,N,4,01-Jan-25,31-Jan-25,17.26,52.61,262,45,0,0.00,0.00,0,13.97,0,Google,Yes,1,,,At Risk,63,4998,N,3
OI92-KB0J5,9145421132,POCH039,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,56.67,35,25-Nov-22,,28,Active,0,31,Male,Medium,Professional,Married,Las Vegas,Young,N,3,01-Jan-25,31-Jan-25,17.75,83.61,320,68,0,0.00,0.00,0,16.96,0,Youtube,Yes,2,,,At Risk,70,3200,N,2
I811-K534G,9117809825,POCH044,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,50,35,15-Mar-23,,24,Active,0,61,Female,Medium,Professional,Married,Los Angeles,Senior,N,1,01-Jan-25,31-Jan-25,19.07,122.37,382,191,59,0.23,3.97,45,24.08,0,Youtube,No,1,,,Not Churned,18,4770,N,5
78RF-2WLTQ,9131114096,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,26-Sep-22,,30,Active,0,60,Female,Medium,Professional,Married,New York,Senior,N,4,01-Jan-25,31-Jan-25,28.27,90.24,505,104,35,1.55,7.39,46,32.38,0,Youtube,No,1,,,Not Churned,27,3526,N,4
CPTY-Y5X51,9168076850,POCH023,voice and data,Infinite Ultimate,prepaid,General,Individual,90,35,13-Nov-23,,16,Active,0,40,Female,High,College,Married,New York,Middle Aged,Y,4,01-Jan-25,31-Jan-25,30.05,192.17,516,151,49,1.80,2.57,34,21.32,0,Google,No,1,,,Not Churned,10,7285,N,5
HZSK-1W0XM,9180219579,POCH033,voice and data,Infinite Ultimate,prepaid,Military and veterans,Individual,80,35,06-Dec-22,,28,Active,0,64,Female,High,College,Family,New York,Senior,Y,1,01-Jan-25,31-Jan-25,35.84,148.86,534,173,51,0.91,1.50,41,30.34,0,Youtube,No,0,,,Not Churned,5,7709,N,4
NRWK-JFLM3,9190297730,POCH007,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,46.67,35,11-Feb-23,18-Nov-24,21,Inactive,4,49,Male,High,Professional,Family,Rural Texas,Middle Aged,Y,1,01-Jan-25,31-Jan-25,18.48,132.78,255,78,0,0.00,0.00,0,16.98,0,Youtube,No,6,Network Quality,Network coverage and speed issues in their location,Churned,97,11576,N,2
PFEX-7LNR3,9186548113,POCH040,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,50,35,27-Jul-23,,20,Active,0,39,Female,Medium,College,Single,Dallas,Middle Aged,N,1,01-Jan-25,31-Jan-25,15.03,68.78,303,56,0,0.00,0.00,0,23.63,0,Youtube,Yes,3,,,At Risk,76,3390,N,4
SFFO-5TV0Q,9166615604,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,31-May-23,10-Nov-24,17,Inactive,4,21,Female,Low,High School,Married,Los Angeles,Young,N,1,01-Jan-25,31-Jan-25,5.12,25.20,148,47,0,0.00,0.00,0,0.71,0,Google,No,4,Price Sensitive,Price sensitivity,Churned,70,2415,N,2
V93B-0F9K3,9173814859,POCH039,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,56.67,35,01-Jan-24,,15,Active,0,37,Male,High,Professional,Married,Los Angeles,Middle Aged,Y,2,01-Jan-25,31-Jan-25,20.49,187.65,529,138,49,0.47,6.45,20,20.15,0,Youtube,No,0,,,Not Churned,16,6209,N,4
B0UV-4GE6L,9162808704,POCH028,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,67.5,35,27-Jun-23,,21,Active,0,38,Male,High,Professional,Family,New York,Middle Aged,Y,3,01-Jan-25,31-Jan-25,15.52,133.97,509,117,84,0.28,3.02,11,32.47,0,Youtube,No,1,,,Not Churned,5,6634,N,4
TY8N-OBT9F,9121250640,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50,35,25-Aug-23,,19,Active,0,36,Male,Medium,Professional,Married,Los Angeles,Middle Aged,N,2,01-Jan-25,31-Jan-25,28.34,143.59,365,144,91,1.86,2.90,42,32.35,0,Google,No,1,,,Not Churned,28,5216,N,5
9F8V-W7KQ6,9120596685,POCH034,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,67.5,35,25-Dec-23,,15,Active,0,51,Female,Medium,College,Family,Los Angeles,Middle Aged,N,2,01-Jan-25,31-Jan-25,23.85,193.26,519,125,34,0.98,1.05,10,33.11,0,Google,No,1,,,Not Churned,19,5454,N,5
6YMV-FU07H,9179018991,POCH043,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,56.67,35,31-May-22,,34,Active,0,61,Male,High,College,Family,New York,Senior,Y,2,01-Jan-25,31-Jan-25,22.17,97.19,520,119,42,1.89,5.49,19,16.06,0,Google,No,0,,,Not Churned,18,11926,N,4
PLNL-IMFKX,9169314383,POCH006,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,57.5,35,08-Jul-23,,20,Active,0,34,Female,Medium,Professional,Single,Las Vegas,Young,N,1,01-Jan-25,31-Jan-25,16.66,65.66,249,55,0,0.00,0.00,0,17.25,0,Youtube,Yes,1,,,At Risk,79,3137,N,3
T0N7-0F0NC,9111904927,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50,35,27-Sep-22,31-Aug-24,23,Inactive,6,48,Female,Medium,Professional,Family,Las Vegas,Middle Aged,N,4,01-Jan-25,31-Jan-25,16.49,45.16,437,196,0,0.00,0.00,0,5.74,0,Google,No,7,Customer Service,Multiple unresolved complaints and poor customer service,Churned,89,5446,N,1
VMLU-K3LC7,9171187284,POCH019,voice and data,Infinite Plus,prepaid,First responders,Individual,70,35,26-Dec-23,,15,Active,0,29,Female,Medium,College,Married,Dallas,Young,N,3,01-Jan-25,31-Jan-25,17.77,61.47,341,41,0,0.00,0.00,0,13.71,0,Youtube,Yes,1,,,At Risk,77,5577,N,4
