Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
DKHU-PK5JB,9100809578,POCH026,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,55,35,24-Mar-22,02-Nov-24,31,Inactive,4,47,Male,Medium,Professional,Married,Rural California,Middle Aged,N,4,01-Jan-25,31-Jan-25,24.76,148.41,183,31,0,0.00,0.00,0,16.98,0,Google,No,6,Network Quality,Network coverage and speed issues in their location,Churned,91,4048,N,1
KKRC-D3Y3C,9182573353,POCH042,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,67.5,35,17-Apr-23,02-Oct-24,17,Inactive,5,38,Female,High,Professional,Family,Rural California,Middle Aged,Y,2,01-Jan-25,31-Jan-25,29.44,107.16,231,59,0,0.00,0.00,0,23.64,0,Youtube,No,4,Network Quality,Network coverage and speed issues in their location,Churned,99,11789,N,3
65QI-6O3QD,9182162136,POCH043,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,56.67,35,28-May-23,,22,Active,0,29,Male,Medium,Professional,Married,Dallas,Young,N,3,01-Jan-25,31-Jan-25,19.16,70.73,310,68,0,0.00,0.00,0,13.14,0,Google,Yes,3,,,At Risk,78,3141,N,3
TIT1-MLKBN,9113191502,POCH034,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,67.5,35,28-Sep-23,,18,Active,0,39,Male,Medium,College,Single,Dallas,Middle Aged,N,3,01-Jan-25,31-Jan-25,13.48,87.84,244,48,0,0.00,0.00,0,10.56,0,Google,Yes,1,,,At Risk,73,5375,N,3
K4V8-6S2GM,9156531136,POCH044,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,50,35,30-Jul-22,,32,Active,0,33,Male,Medium,Professional,Married,Las Vegas,Young,N,1,01-Jan-25,31-Jan-25,15.27,66.74,254,69,0,0.00,0.00,0,13.85,0,Google,Yes,1,,,At Risk,82,3556,N,3
FG1G-ZVKI7,9145952232,POCH041,voice and data,Infinite Ultimate,prepaid,First responders,Individual,80,35,03-Jun-23,,22,Active,0,44,Female,High,College,Family,New York,Middle Aged,Y,3,01-Jan-25,31-Jan-25,30.27,104.74,325,102,81,1.22,3.02,49,25.30,0,Google,No,1,,,Not Churned,22,6113,N,5
3R5Y-18MOC,9132177982,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50,35,02-Apr-22,,36,Active,0,49,Female,Medium,Professional,Family,Los Angeles,Middle Aged,N,4,01-Jan-25,31-Jan-25,38.66,136.06,663,185,22,0.31,7.76,47,28.24,0,Google,No,0,,,Not Churned,9,5712,N,5
PNDB-LK2QX,9150754672,POCH025,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,65,35,20-Feb-22,,37,Active,0,61,Female,High,Professional,Married,New York,Senior,Y,1,01-Jan-25,31-Jan-25,39.29,85.81,449,83,21,1.40,7.30,41,24.12,0,Youtube,No,0,,,Not Churned,20,10055,N,5
G7I9-PZ4KO,9108588372,POCH025,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,65,35,18-Sep-22,,30,Active,0,63,Male,Medium,Professional,Married,Los Angeles,Senior,N,4,01-Jan-25,31-Jan-25,27.26,198.13,366,174,83,0.22,5.16,16,37.66,0,Google,No,1,,,Not Churned,13,3116,N,4
HBI5-GR7DW,9107244038,POCH034,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,67.5,35,03-Feb-23,09-Jan-25,23,Inactive,2,31,Male,Medium,High School,Married,Dallas,Young,N,3,01-Jan-25,31-Jan-25,3.67,21.49,151,21,0,0.00,0.00,0,2.37,0,Google,No,5,Price Sensitive,Price sensitivity,Churned,75,5085,N,3
MXIJ-XNJZO,9108401366,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,10-Nov-23,26-Aug-24,9,Inactive,7,58,Female,High,College,Family,Dallas,Senior,Y,4,01-Jan-25,31-Jan-25,16.74,90.91,493,181,0,0.00,0.00,0,6.25,0,Google,No,7,Customer Service,Multiple unresolved complaints and poor customer service,Churned,71,6228,N,2
3ZQA-DDDM2,9198988703,POCH033,voice and data,Infinite Ultimate,prepaid,Military and veterans,Individual,80,35,05-Feb-22,22-Oct-24,33,Inactive,5,26,Female,Medium,Professional,Married,Rural Texas,Young,N,4,01-Jan-25,31-Jan-25,18.57,145.29,137,61,0,0.00,0.00,0,25.93,0,Youtube,No,4,Network Quality,Network coverage and speed issues in their location,Churned,75,4284,N,1
Q9Q6-IRPXV,9155850016,POCH019,voice and data,Infinite Plus,prepaid,First responders,Individual,70,35,04-Dec-22,22-Jul-24,19,Inactive,8,30,Female,Low,College,Married,Los Angeles,Young,N,3,01-Jan-25,31-Jan-25,5.38,25.06,90,22,0,0.00,0.00,0,0.50,0,Youtube,No,2,Price Sensitive,Price sensitivity,Churned,90,1383,N,3
G4K9-OI66O,9185420566,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,22-Apr-22,09-Aug-24,28,Inactive,7,39,Male,High,College,Married,New York,Middle Aged,Y,2,01-Jan-25,31-Jan-25,18.90,119.69,204,98,88,0.43,4.58,17,21.72,0,Youtube,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,98,6560,N,3
FXF6-6QB6C,9187865510,POCH040,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,50,35,27-Jun-22,11-Jul-24,24,Inactive,8,34,Female,Low,High School,Married,Dallas,Young,N,2,01-Jan-25,31-Jan-25,6.74,31.00,178,29,0,0.00,0.00,0,0.21,0,Youtube,No,2,Price Sensitive,Price sensitivity,Churned,93,2474,N,3
QB6U-DT8C5,9124403408,POCH019,voice and data,Infinite Plus,prepaid,First responders,Individual,70,35,06-Oct-22,26-Aug-24,23,Inactive,7,21,Male,Low,High School,Single,Dallas,Young,N,1,01-Jan-25,31-Jan-25,3.21,35.71,134,10,0,0.00,0.00,0,1.83,0,Youtube,No,3,Price Sensitive,Price sensitivity,Churned,94,2036,N,1
0FPB-EEXAI,9132949979,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,21-Oct-22,05-Oct-24,23,Inactive,5,33,Female,Medium,Professional,Family,Dallas,Young,N,3,01-Jan-25,31-Jan-25,18.32,108.64,316,49,77,0.61,1.76,38,16.94,0,Google,No,4,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,71,4210,N,2
LYN4-9JWZT,9115332539,POCH025,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,65,35,20-Apr-22,04-Aug-24,27,Inactive,7,35,Female,Medium,Professional,Married,Rural California,Middle Aged,N,1,01-Jan-25,31-Jan-25,25.47,122.35,192,33,0,0.00,0.00,0,29.90,0,Youtube,No,4,Network Quality,Network coverage and speed issues in their location,Churned,76,3941,N,1
NP7Y-39KKC,9121567147,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50,35,07-May-22,23-Aug-24,27,Inactive,7,32,Female,High,College,Married,Los Angeles,Young,Y,2,01-Jan-25,31-Jan-25,18.89,67.68,590,143,0,0.00,0.00,0,8.84,0,Youtube,No,9,Customer Service,Multiple unresolved complaints and poor customer service,Churned,96,10569,N,2
6T6Q-QGPS5,9143991585,POCH019,voice and data,Infinite Plus,prepaid,First responders,Individual,70,35,05-Jul-22,21-Aug-24,25,Inactive,7,49,Female,High,College,Married,Dallas,Middle Aged,Y,1,01-Jan-25,31-Jan-25,12.55,41.97,665,193,0,0.00,0.00,0,8.74,0,Google,No,6,Customer Service,Multiple unresolved complaints and poor customer service,Churned,83,6050,N,1
