Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
U698-1HYF8,9164469594,POCH049,voice and data,100GB Plan,prepaid,General,Individual,80,35,09-Jun-23,14-Aug-24,14,Inactive,7,32,Male,High,College,Married,Rural California,Young,Y,1,01-Jan-25,31-Jan-25,26.12,114.84,168,31,0,0.00,0.00,0,22.47,0,Google,No,3,Network Quality,Network coverage and speed issues in their location,Churned,85,11143,N,3
ECNY-0SGRT,9164787484,POCH024,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,80,35,22-Jan-22,07-Sep-24,31,Inactive,6,29,Male,Medium,High School,Single,Los Angeles,Young,N,2,01-Jan-25,31-Jan-25,7.83,27.03,108,27,0,0.00,0.00,0,3.12,0,Google,No,4,Price Sensitive,Price sensitivity,Churned,86,4141,N,3
K9GB-JBTQT,9148067578,POCH034,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,67.5,35,21-Nov-22,,28,Active,0,34,Female,Medium,College,Married,Dallas,Young,N,4,01-Jan-25,31-Jan-25,18.64,58.28,255,64,0,0.00,0.00,0,22.63,0,Youtube,Yes,3,,,At Risk,79,3187,N,4
E58C-EYECF,9134191970,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,14-Sep-22,,30,Active,0,25,Male,Medium,College,Married,Las Vegas,Young,N,2,01-Jan-25,31-Jan-25,14.00,83.33,364,45,0,0.00,0.00,0,23.95,0,Google,Yes,3,,,At Risk,78,3899,N,2
8VE0-Q6JPW,9106460395,POCH019,voice and data,Infinite Plus,prepaid,First responders,Individual,70,35,20-Apr-22,,35,Active,0,37,Female,Medium,College,Married,Las Vegas,Middle Aged,N,1,01-Jan-25,31-Jan-25,17.92,80.94,306,77,0,0.00,0.00,0,23.89,0,Youtube,Yes,1,,,At Risk,64,4799,N,3
2V4U-VG0X1,9128561956,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,03-Apr-23,,24,Active,0,54,Female,High,College,Family,New York,Middle Aged,Y,1,01-Jan-25,31-Jan-25,29.34,96.34,356,89,77,0.47,5.88,14,18.96,0,Google,No,0,,,Not Churned,19,10282,N,4
X9UL-LTWM6,9173169734,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,03-Apr-22,,36,Active,0,35,Male,Medium,College,Married,New York,Middle Aged,N,1,01-Jan-25,31-Jan-25,35.23,123.67,337,192,25,1.07,5.23,10,26.35,0,Youtube,No,0,,,Not Churned,17,3066,N,4
SC7D-DX7B6,9192987663,POCH043,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,56.67,35,26-Nov-22,,28,Active,0,50,Female,High,College,Married,New York,Middle Aged,Y,2,01-Jan-25,31-Jan-25,19.85,160.43,642,173,52,1.94,5.62,18,36.23,0,Google,No,1,,,Not Churned,6,7419,N,5
8908-L0I01,9183642650,POCH005,voice and data,Infinite Plus,prepaid,Nurses,Individual,70,35,23-Dec-22,01-Aug-24,19,Inactive,7,52,Male,High,College,Family,Dallas,Middle Aged,Y,3,01-Jan-25,31-Jan-25,18.72,79.03,412,115,0,0.00,0.00,0,14.36,0,Google,No,5,Customer Service,Multiple unresolved complaints and poor customer service,Churned,78,10380,N,2
2Z69-YOTWR,9162746469,POCH040,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,50,35,16-Mar-22,,36,Active,0,42,Male,High,College,Family,New York,Middle Aged,Y,3,01-Jan-25,31-Jan-25,23.74,160.18,480,55,58,0.21,2.82,10,26.55,0,Google,No,0,,,Not Churned,28,7342,N,4
5412-42JGG,9115237451,POCH032,voice and data,Infinite Ultimate,prepaid,Students,Family & CUG,67.5,35,05-Nov-22,,29,Active,0,40,Female,Medium,College,Single,Dallas,Middle Aged,N,2,01-Jan-25,31-Jan-25,10.10,92.96,239,32,0,0.00,0.00,0,20.64,0,Youtube,Yes,1,,,At Risk,78,4620,N,3
R8DI-WB0K0,9198659984,POCH042,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,67.5,35,09-Feb-22,24-Jun-24,28,Inactive,9,27,Female,Medium,High School,Married,Los Angeles,Young,N,2,01-Jan-25,31-Jan-25,7.08,47.64,52,38,0,0.00,0.00,0,1.27,0,Google,No,2,Price Sensitive,Price sensitivity,Churned,91,5817,N,1
133B-L4JCU,9114098277,POCH005,voice and data,Infinite Plus,prepaid,Nurses,Individual,70,35,03-Jun-23,,22,Active,0,26,Male,Medium,College,Single,Dallas,Young,N,2,01-Jan-25,31-Jan-25,17.93,66.59,286,63,0,0.00,0.00,0,12.44,0,Youtube,Yes,2,,,At Risk,85,4962,N,3
SXU4-P1K11,9109775913,POCH038,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,67.5,35,16-Jul-23,,20,Active,0,42,Male,High,Professional,Married,Los Angeles,Middle Aged,Y,2,01-Jan-25,31-Jan-25,15.46,154.17,465,117,91,0.21,2.82,38,22.09,0,Youtube,No,1,,,Not Churned,14,7432,N,5
35NE-4W4T1,9156709132,POCH035,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,56.67,35,15-Jun-22,06-Sep-24,27,Inactive,6,30,Male,Medium,College,Family,Rural Texas,Young,N,3,01-Jan-25,31-Jan-25,28.77,100.01,269,38,0,0.00,0.00,0,23.08,0,Youtube,No,3,Network Quality,Network coverage and speed issues in their location,Churned,70,3159,N,2
U3E3-3P3MZ,9102690528,POCH015,voice and data,Infinite Plus,prepaid,Teachers,Individual,70,35,29-Oct-23,06-Jun-24,7,Inactive,9,33,Male,Low,High School,Married,Dallas,Young,N,4,01-Jan-25,31-Jan-25,8.76,46.47,178,13,0,0.00,0.00,0,3.74,0,Google,No,3,Price Sensitive,Price sensitivity,Churned,94,2763,N,3
C5QG-QOKXI,9127178028,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50,35,09-Dec-22,,28,Active,0,36,Male,High,College,Family,New York,Middle Aged,Y,4,01-Jan-25,31-Jan-25,28.69,186.11,477,162,26,1.97,5.19,47,19.55,0,Google,No,1,,,Not Churned,28,9315,N,4
2OZY-FUKGY,9139952817,POCH041,voice and data,Infinite Ultimate,prepaid,First responders,Individual,80,35,01-Jul-22,,33,Active,0,45,Male,High,College,Family,Los Angeles,Middle Aged,Y,3,01-Jan-25,31-Jan-25,24.58,92.54,511,183,51,0.76,2.70,16,36.50,0,Youtube,No,0,,,Not Churned,29,7412,N,4
C8I1-HY5LA,9178590382,POCH025,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,65,35,14-Dec-23,02-Nov-24,10,Inactive,4,26,Male,Medium,Professional,Married,Rural Texas,Young,N,2,01-Jan-25,31-Jan-25,18.25,104.84,153,74,0,0.00,0.00,0,29.37,0,Google,No,3,Network Quality,Network coverage and speed issues in their location,Churned,98,3919,N,2
V3ZK-QOF1P,9115737996,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,20-Apr-23,,23,Active,0,41,Female,High,College,Family,Los Angeles,Middle Aged,Y,2,01-Jan-25,31-Jan-25,15.52,107.27,657,94,99,1.78,1.09,35,36.03,0,Google,No,0,,,Not Churned,22,9474,N,4
