account_id,msisdn,churn_status,profile_type,insight
S3YM-MVVEJ,9137323608,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($3907 CLTV) shows moderate churn risk (Score: 83) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (1) indicate potential dissatisfaction with value received for the $65 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
CFNN-Z968P,9177598852,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($10288 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural Texas. Their extremely high data usage (145.58GB download) and significant OTT consumption (15.27GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
V2KG-XN4YF,9145539561,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Ultimate"" ($80) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $65.00 monthly savings while still providing sufficient data for their usage pattern (35.01GB monthly)."
B5D0-XL60E,9144419938,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($11708 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (78.98GB), international usage, and extensive OTT streaming (20.32GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
ESRA-W83GK,9181653651,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (88 minutes, 3.50GB total international data) and high OTT consumption (18.54GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
947T-1FX5K,9162171873,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($9339 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural California. Their extremely high data usage (95.68GB download) and significant OTT consumption (23.32GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
0O98-8JJHK,9116963607,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($7129 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""5GB Plan"" plan due to network issues in Rural California. Their extremely high data usage (86.16GB download) and significant OTT consumption (24.91GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Military"" which offers better network coverage in rural areas."
2JQE-993OK,9122893560,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" ($57.5) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $55.00 monthly savings while still providing sufficient data for their usage pattern (44.18GB monthly)."
25SJ-0Q1XR,9100145049,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($3178 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (192.57GB), international usage, and extensive OTT streaming (15.58GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
0KOL-358HO,9194296233,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($5336 CLTV) shows moderate churn risk (Score: 63) despite having no immediate issues. The moderate satisfaction score (3/5) and average complaints (3) indicate potential dissatisfaction with value received for the $70 price point for Operator B (Champion)'s ""Infinite Plus"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $35.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
5H4A-I3RYS,9178527831,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (2/5). Analysis shows heavy international usage (43 minutes, 7.13GB total international data) and high OTT consumption (11.59GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
XDY7-VHW5B,9136446830,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($4981 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan due to network issues in Rural Texas. Their extremely high data usage (140.11GB download) and significant OTT consumption (26.95GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
