Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
QNAC-O7D00,9151248947,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,03-Nov-22,31-Jul-24,21,Inactive,8,37,Female,High,Professional,Family,New York,Middle Aged,Y,4,01-Jan-25,31-Jan-25,13.88,102.30,316,77,99,0.41,2.00,50,13.62,0,Youtube,No,1,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,90,10520,N,3
KNIT-3V68Q,9180035274,POCH026,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,55,35,14-Mar-22,17-Jun-24,27,Inactive,9,26,Female,Medium,College,Married,Los Angeles,Young,N,1,01-Jan-25,31-Jan-25,8.80,43.79,137,48,0,0.00,0.00,0,2.62,0,Google,No,2,Price Sensitive,Price sensitivity,Churned,81,3691,N,1
LKGG-XHNB7,9168888465,POCH012,voice and data,Infinite Plus,prepaid,Military and veterans,Family & CUG,57.5,35,05-May-23,,23,Active,0,39,Male,Medium,Professional,Single,Dallas,Middle Aged,N,1,01-Jan-25,31-Jan-25,12.22,88.19,238,63,0,0.00,0.00,0,17.69,0,Google,Yes,3,,,At Risk,85,3791,N,3
3O52-F4CKY,9170996401,POCH009,voice and data,Infinite Plus,prepaid,students,Individual,70,35,22-Mar-22,,36,Active,0,36,Male,Medium,College,Single,Las Vegas,Middle Aged,N,3,01-Jan-25,31-Jan-25,13.87,96.74,375,58,0,0.00,0.00,0,15.28,0,Youtube,Yes,1,,,At Risk,83,4881,N,2
FU4M-BF964,9173053414,POCH036,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,50,35,28-Feb-23,,25,Active,0,38,Male,Medium,Professional,Married,Las Vegas,Middle Aged,N,3,01-Jan-25,31-Jan-25,16.95,87.70,308,64,0,0.00,0.00,0,16.00,0,Youtube,Yes,1,,,At Risk,80,4160,N,2
LB4B-J1HFZ,9185161257,POCH043,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,56.67,35,03-Dec-22,,28,Active,0,40,Female,Medium,College,Married,Los Angeles,Middle Aged,N,4,01-Jan-25,31-Jan-25,33.77,141.55,600,155,41,0.86,7.04,37,27.69,0,Google,No,1,,,Not Churned,7,4698,N,5
4QWV-DQA9N,9129780191,POCH027,voice and data,Infinite Ultimate,prepaid,Nurses,Individual,80,35,18-Jun-22,,33,Active,0,49,Female,High,College,Married,New York,Middle Aged,Y,3,01-Jan-25,31-Jan-25,17.68,177.78,364,185,50,1.80,4.58,50,36.26,0,Youtube,No,0,,,Not Churned,8,11209,N,4
C4YV-HM0XR,9157793371,POCH036,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,50,35,19-Jan-22,,38,Active,0,63,Male,Medium,College,Married,Los Angeles,Senior,N,2,01-Jan-25,31-Jan-25,35.32,114.77,653,194,38,0.32,7.07,39,16.29,0,Youtube,No,0,,,Not Churned,21,5395,N,5
TLUZ-9HDWP,9157865491,POCH029,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,56.67,35,26-May-23,,22,Active,0,30,Male,Medium,Professional,Married,Las Vegas,Young,N,1,01-Jan-25,31-Jan-25,11.85,68.42,256,33,0,0.00,0.00,0,18.74,0,Youtube,Yes,1,,,At Risk,74,5760,N,2
54UU-VHCTC,9164401742,POCH049,voice and data,100GB Plan,prepaid,General,Individual,80,35,02-Mar-22,07-Nov-24,32,Inactive,4,23,Female,Low,High School,Married,Los Angeles,Young,N,2,01-Jan-25,31-Jan-25,4.75,26.69,152,32,0,0.00,0.00,0,4.32,0,Youtube,No,4,Price Sensitive,Price sensitivity,Churned,80,1722,N,2
B6FB-KCLHL,9176607209,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50,35,23-Apr-23,25-Dec-24,20,Inactive,3,60,Male,High,College,Family,Los Angeles,Senior,Y,1,01-Jan-25,31-Jan-25,18.42,95.47,605,137,0,0.00,0.00,0,17.43,0,Google,No,7,Customer Service,Multiple unresolved complaints and poor customer service,Churned,85,8335,N,1
H91V-RKZPQ,9156194709,POCH041,voice and data,Infinite Ultimate,prepaid,First responders,Individual,80,35,02-Jan-22,19-Dec-24,36,Inactive,3,50,Male,High,Professional,Married,Rural California,Middle Aged,Y,3,01-Jan-25,31-Jan-25,28.97,88.54,294,45,0,0.00,0.00,0,19.39,0,Youtube,No,5,Network Quality,Network coverage and speed issues in their location,Churned,76,11117,N,1
RL8P-A3WUA,9129434502,POCH023,voice and data,Infinite Ultimate,prepaid,General,Individual,90,35,02-May-23,,23,Active,0,52,Male,Medium,College,Married,New York,Middle Aged,N,3,01-Jan-25,31-Jan-25,37.72,197.29,461,183,59,0.38,3.13,41,23.54,0,Youtube,No,0,,,Not Churned,5,3088,N,4
T5AT-JYF1S,9111059092,POCH029,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,56.67,35,04-Dec-22,,28,Active,0,49,Male,Medium,College,Married,Los Angeles,Middle Aged,N,1,01-Jan-25,31-Jan-25,36.65,171.03,507,171,38,1.18,3.04,38,26.63,0,Youtube,No,0,,,Not Churned,8,3684,N,5
1YKE-KHUPE,9161446955,POCH019,voice and data,Infinite Plus,prepaid,First responders,Individual,70,35,04-Aug-23,12-Jun-24,10,Inactive,9,42,Male,Medium,College,Family,Las Vegas,Middle Aged,N,3,01-Jan-25,31-Jan-25,15.27,86.11,472,91,0,0.00,0.00,0,5.13,0,Youtube,No,5,Customer Service,Multiple unresolved complaints and poor customer service,Churned,73,5624,N,1
FM0Z-FUR5T,9154837909,POCH010,voice and data,Infinite Plus,prepaid,students,Family & CUG,57.5,35,28-Apr-23,,23,Active,0,25,Female,Medium,Professional,Single,Las Vegas,Young,N,3,01-Jan-25,31-Jan-25,15.67,51.86,302,33,0,0.00,0.00,0,17.34,0,Google,Yes,3,,,At Risk,78,5024,N,2
SBL8-6FDG9,9153044168,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,23-Apr-23,08-Dec-24,19,Inactive,3,30,Male,High,Professional,Married,Dallas,Young,Y,2,01-Jan-25,31-Jan-25,14.00,82.43,207,66,24,0.30,4.99,23,24.25,0,Youtube,No,4,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,73,10292,N,2
VDUW-866NT,9158124816,POCH034,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,67.5,35,21-Feb-22,,37,Active,0,44,Male,High,College,Married,New York,Middle Aged,Y,3,01-Jan-25,31-Jan-25,31.80,93.64,405,177,72,0.66,5.25,38,34.93,0,Youtube,No,1,,,Not Churned,30,9075,N,4
YX8G-1OO41,9199384895,POCH027,voice and data,Infinite Ultimate,prepaid,Nurses,Individual,80,35,20-Dec-23,22-Sep-24,9,Inactive,6,25,Male,Low,High School,Single,Los Angeles,Young,N,3,01-Jan-25,31-Jan-25,7.55,27.16,88,48,0,0.00,0.00,0,1.44,0,Youtube,No,5,Price Sensitive,Price sensitivity,Churned,85,2846,N,3
AMP4-SXEM1,9168922516,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,16-Sep-22,17-Nov-24,26,Inactive,4,58,Female,High,Professional,Married,Las Vegas,Senior,Y,3,01-Jan-25,31-Jan-25,14.21,56.26,544,65,0,0.00,0.00,0,8.49,0,Youtube,No,6,Customer Service,Multiple unresolved complaints and poor customer service,Churned,70,8828,N,2
