Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
K5Y5-F9XJB,9189135954,POCH043,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,56.67,35,22-Mar-23,15-Sep-24,18,Inactive,6,60,Male,Medium,Professional,Married,Las Vegas,Senior,N,4,01-Jan-25,31-Jan-25,15.40,43.78,739,119,0,0.00,0.00,0,7.06,0,Youtube,No,8,Customer Service,Multiple unresolved complaints and poor customer service,Churned,78,3204,N,2
A2Z2-I4QFZ,9156458855,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,26-Jun-22,16-Jun-24,24,Inactive,9,29,Male,High,Professional,Family,Dallas,Young,Y,4,01-Jan-25,31-Jan-25,12.06,94.35,358,35,61,1.31,5.73,26,10.63,0,Youtube,No,4,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,96,10503,N,3
OHF3-QKKXC,9164779100,POCH025,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,65,35,06-Dec-22,,28,Active,0,40,Female,Medium,College,Married,Las Vegas,Middle Aged,N,2,01-Jan-25,31-Jan-25,13.45,57.09,382,46,0,0.00,0.00,0,10.25,0,Google,Yes,1,,,At Risk,62,5952,N,3
6CFH-QMVVF,9108187716,POCH003,voice and data,Infinite Plus,prepaid,General,Family & CUG,55,35,25-Mar-22,,36,Active,0,40,Male,Medium,College,Single,Las Vegas,Middle Aged,N,1,01-Jan-25,31-Jan-25,17.45,54.45,292,54,0,0.00,0.00,0,12.54,0,Google,Yes,3,,,At Risk,75,3919,N,2
VKDP-O1W0E,9154210802,POCH020,voice and data,Infinite Plus,prepaid,First responders,Family & CUG,57.5,35,23-Dec-23,,15,Active,0,38,Male,Medium,Professional,Single,Las Vegas,Middle Aged,N,3,01-Jan-25,31-Jan-25,18.62,98.13,260,35,0,0.00,0.00,0,12.68,0,Youtube,Yes,3,,,At Risk,75,5827,N,2
JQS8-HLXTD,9108054744,POCH025,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,65,35,29-Sep-22,,30,Active,0,54,Male,High,College,Married,New York,Middle Aged,Y,4,01-Jan-25,31-Jan-25,16.61,117.43,387,182,69,1.09,4.32,43,32.82,0,Google,No,1,,,Not Churned,7,7151,N,4
Z9P2-46RJQ,9114510757,POCH038,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,67.5,35,05-Nov-22,,29,Active,0,37,Male,High,College,Married,Los Angeles,Middle Aged,Y,3,01-Jan-25,31-Jan-25,17.18,132.30,598,121,43,0.20,5.47,27,20.42,0,Youtube,No,1,,,Not Churned,18,11664,N,4
OQ9F-WFQUU,9164307853,POCH029,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,56.67,35,04-Apr-23,,24,Active,0,60,Male,Medium,College,Family,Los Angeles,Senior,N,3,01-Jan-25,31-Jan-25,15.73,179.74,626,186,94,1.20,2.25,35,33.38,0,Youtube,No,1,,,Not Churned,25,4034,N,5
S3YM-MVVEJ,9137323608,POCH025,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,65,35,22-Apr-22,,35,Active,0,38,Female,Medium,Professional,Single,Dallas,Middle Aged,N,3,01-Jan-25,31-Jan-25,19.04,81.72,388,36,0,0.00,0.00,0,16.28,0,Youtube,Yes,1,,,At Risk,83,3907,N,4
CFNN-Z968P,9177598852,POCH025,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,65,35,30-May-23,07-Sep-24,15,Inactive,6,43,Female,High,College,Family,Rural Texas,Middle Aged,Y,2,01-Jan-25,31-Jan-25,19.27,145.58,126,24,0,0.00,0.00,0,15.27,0,Google,No,6,Network Quality,Network coverage and speed issues in their location,Churned,76,10288,N,3
V2KG-XN4YF,9145539561,POCH041,voice and data,Infinite Ultimate,prepaid,First responders,Individual,80,35,27-Oct-23,24-Aug-24,10,Inactive,7,33,Female,Medium,High School,Single,Dallas,Young,N,3,01-Jan-25,31-Jan-25,5.39,35.01,195,24,0,0.00,0.00,0,1.08,0,Google,No,5,Price Sensitive,Price sensitivity,Churned,72,3443,N,1
B5D0-XL60E,9144419938,POCH029,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,56.67,35,24-Oct-22,,29,Active,0,55,Female,High,Professional,Family,New York,Senior,Y,2,01-Jan-25,31-Jan-25,19.83,78.98,498,163,29,1.52,5.93,20,20.32,0,Youtube,No,1,,,Not Churned,19,11708,N,5
ESRA-W83GK,9181653651,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,01-Dec-22,22-Sep-24,22,Inactive,6,32,Male,High,Professional,Family,New York,Young,Y,4,01-Jan-25,31-Jan-25,22.74,55.27,479,81,88,0.45,3.05,22,18.54,0,Youtube,No,2,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,93,9810,N,3
947T-1FX5K,9162171873,POCH024,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,80,35,14-Feb-23,22-Jun-24,16,Inactive,9,40,Female,High,Professional,Family,Rural California,Middle Aged,Y,1,01-Jan-25,31-Jan-25,27.63,95.68,104,33,0,0.00,0.00,0,23.32,0,Google,No,3,Network Quality,Network coverage and speed issues in their location,Churned,73,9339,N,3
0O98-8JJHK,9116963607,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,01-Jan-23,22-Jan-25,25,Inactive,2,27,Male,High,Professional,Family,Rural California,Young,Y,3,01-Jan-25,31-Jan-25,16.37,86.16,264,20,0,0.00,0.00,0,24.91,0,Google,No,6,Network Quality,Network coverage and speed issues in their location,Churned,87,7129,N,2
2JQE-993OK,9122893560,POCH020,voice and data,Infinite Plus,prepaid,First responders,Family & CUG,57.5,35,01-Oct-22,26-Aug-24,23,Inactive,7,33,Male,Low,College,Married,Dallas,Young,N,1,01-Jan-25,31-Jan-25,8.39,44.18,169,30,0,0.00,0.00,0,0.90,0,Google,No,2,Price Sensitive,Price sensitivity,Churned,81,1292,N,3
25SJ-0Q1XR,9100145049,POCH042,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,67.5,35,18-Jun-23,,21,Active,0,48,Male,Medium,Professional,Married,New York,Middle Aged,N,4,01-Jan-25,31-Jan-25,27.90,192.57,336,183,47,0.87,5.41,20,15.58,0,Google,No,0,,,Not Churned,12,3178,N,4
0KOL-358HO,9194296233,POCH019,voice and data,Infinite Plus,prepaid,First responders,Individual,70,35,05-Nov-23,,16,Active,0,40,Male,Medium,College,Single,Las Vegas,Middle Aged,N,1,01-Jan-25,31-Jan-25,10.00,94.32,339,50,0,0.00,0.00,0,16.36,0,Google,Yes,3,,,At Risk,63,5336,N,3
5H4A-I3RYS,9178527831,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,10-Nov-22,18-Aug-24,21,Inactive,7,25,Male,Medium,Professional,Married,New York,Young,N,2,01-Jan-25,31-Jan-25,23.71,92.39,317,53,43,1.11,6.02,44,11.59,0,Youtube,No,2,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,88,3726,N,2
XDY7-VHW5B,9136446830,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,17-Dec-23,01-Oct-24,9,Inactive,5,44,Male,Medium,College,Married,Rural Texas,Middle Aged,N,3,01-Jan-25,31-Jan-25,19.55,140.11,224,32,0,0.00,0.00,0,26.95,0,Google,No,3,Network Quality,Network coverage and speed issues in their location,Churned,95,4981,N,1
