account_id,msisdn,churn_status,profile_type,insight
OQWS-3QXW1,9146778341,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""100GB Plan"" ($80) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $55.00 monthly savings while still providing sufficient data for their usage pattern (21.49GB monthly)."
H8UR-2J2RQ,9119242078,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($4684 CLTV) shows moderate churn risk (Score: 79) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (3) indicate potential dissatisfaction with value received for the $57.5 price point for Operator B (Champion)'s ""Infinite Plus"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $35.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
AY4B-2GSOM,9124407771,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (1/5) and high number of complaints (6) over a 14-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
XMSO-JKMT4,9154548075,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Ultimate"" ($80) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $65.00 monthly savings while still providing sufficient data for their usage pattern (19.30GB monthly)."
VMO8-W21HS,9178568167,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (36 minutes, 4.48GB total international data) and high OTT consumption (21.05GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
1ZTE-NCK5S,9124628971,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (56 minutes, 5.44GB total international data) and high OTT consumption (23.96GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
5P0Z-EJ890,9148495707,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (2/5). Analysis shows heavy international usage (86 minutes, 4.50GB total international data) and high OTT consumption (11.02GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
F5ZO-ZMXS7,9158546931,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($6782 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural California. Their extremely high data usage (91.81GB download) and significant OTT consumption (27.02GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
L37K-I9QRQ,9179702596,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($5460 CLTV) shows moderate churn risk (Score: 85) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (2) indicate potential dissatisfaction with value received for the $67.5 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
5KG9-RBD3Y,9186695003,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($4321 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (131.02GB), international usage, and extensive OTT streaming (31.70GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
1UN4-7NUNA,9103108552,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (9) over a 36-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
