account_id,msisdn,churn_status,profile_type,insight
ZILT-YGP5A,9199067816,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (5) over a 11-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
3XT1-O6H9D,9175661446,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($4352 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan due to network issues in Rural Texas. Their extremely high data usage (129.90GB download) and significant OTT consumption (29.93GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
V69Q-JSOKD,9138376392,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($3141 CLTV) shows moderate churn risk (Score: 68) despite having no immediate issues. The moderate satisfaction score (2/5) and average complaints (3) indicate potential dissatisfaction with value received for the $67.5 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
XULN-2ANLR,9183056928,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($5232 CLTV) shows moderate churn risk (Score: 79) despite having no immediate issues. The moderate satisfaction score (3/5) and average complaints (2) indicate potential dissatisfaction with value received for the $56.67 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
ROKY-SIFHZ,9136639837,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($4301 CLTV) shows moderate churn risk (Score: 64) despite having no immediate issues. The moderate satisfaction score (3/5) and average complaints (1) indicate potential dissatisfaction with value received for the $57.5 price point for Operator B (Champion)'s ""Infinite Plus"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $35.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
X79O-DUUQ2,9158538443,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($5124 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (83.86GB), international usage, and extensive OTT streaming (35.06GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
ZTRW-KM0PZ,9181050232,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($6225 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (139.81GB), international usage, and extensive OTT streaming (29.95GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
Z2JP-D4734,9171344532,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($6925 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (164.69GB), international usage, and extensive OTT streaming (18.18GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
Z337-4NSFL,9195862858,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (2/5). Analysis shows heavy international usage (51 minutes, 5.96GB total international data) and high OTT consumption (19.86GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
RYSA-6BQY3,9103797940,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($9649 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (118.23GB), international usage, and extensive OTT streaming (19.80GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
QP2S-WA4I6,9199107807,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($5831 CLTV) shows moderate churn risk (Score: 81) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (3) indicate potential dissatisfaction with value received for the $56.67 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
2Q4R-8GZ4N,9119473930,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (2/5). Analysis shows heavy international usage (95 minutes, 6.88GB total international data) and high OTT consumption (12.27GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
YPB4-EGUWG,9170826396,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($3039 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (106.29GB), international usage, and extensive OTT streaming (31.66GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
OWE8-COKXG,9168016565,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($4216 CLTV) shows moderate churn risk (Score: 83) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (2) indicate potential dissatisfaction with value received for the $70 price point for Operator B (Champion)'s ""Infinite Plus"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $35.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
VC4B-T79T5,9132310315,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($3099 CLTV) shows moderate churn risk (Score: 73) despite having no immediate issues. The moderate satisfaction score (3/5) and average complaints (3) indicate potential dissatisfaction with value received for the $50 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
3K8P-D4XGW,9189021155,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($11184 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (82.90GB), international usage, and extensive OTT streaming (28.31GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
MOTV-J1A7G,9153758830,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($5491 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (154.05GB), international usage, and extensive OTT streaming (25.19GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
G42I-YBDUD,9187504985,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($3809 CLTV) shows moderate churn risk (Score: 68) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (3) indicate potential dissatisfaction with value received for the $50 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
YEAN-41UHM,9168301831,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (83 minutes, 6.31GB total international data) and high OTT consumption (10.51GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
HM5O-FJFNC,9135843876,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($3368 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan due to network issues in Rural California. Their extremely high data usage (85.86GB download) and significant OTT consumption (15.31GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
